DataExtracao;Ano;Mes;CanalEntrada;Condicao;GrupoEconNorm;Tipo;Servico;Modalidade;Motivo;UF;QtdeSolic
2016-04-28;2006;6;Fale Conosco        ;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;6;Fale Conosco        ;Reencaminhada;Anatel;Pedido de Informação;Radiodifusão (Rádio e TV);Rádio Comunitária;Outorga;SE;1
2016-04-28;2006;6;Fale Conosco        ;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;6;Fale Conosco        ;Reencaminhada;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;6;Fale Conosco        ;Reencaminhada;Outros;Reclamação;TV por Assinatura;TV a Cabo;Reparo;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;2
2016-04-28;2006;7;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Desbloqueio;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;2
2016-04-28;2006;7;Atendimento Pessoal ;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;2
2016-04-28;2006;7;Call Center;Nova;Anatel;Denúncia;Radiochamada (Paging);NÃO APLICÁVEL;Interferência;SE;1
2016-04-28;2006;7;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;6;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Lista telefônica;SE;1
2016-04-28;2006;6;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;2
2016-04-28;2006;6;Call Center;Nova;Outros;Reclamação;TV por Assinatura;TV a Cabo;Reparo;SE;1
2016-04-28;2006;6;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Área de Cobertura;SE;1
2016-04-28;2006;6;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;7
2016-04-28;2006;6;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;6;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;2
2016-04-28;2006;6;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;6;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;4
2016-04-28;2006;6;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Promoções;SE;1
2016-04-28;2006;6;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Reparo;SE;1
2016-04-28;2006;6;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Área de Cobertura;SE;3
2016-04-28;2006;6;Call Center;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;1
2016-04-28;2006;6;Call Center;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Serviços Adicionais;SE;1
2016-04-28;2006;6;Call Center;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;6;Call Center;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;6;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;6;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;2
2016-04-28;2006;6;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pós-Pago;Promoções;SE;1
2016-04-28;2006;6;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;1
2016-04-28;2006;6;Call Center;Reaberta;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Bloqueio;SE;1
2016-04-28;2006;6;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Reparo;SE;1
2016-04-28;2006;6;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;1
2016-04-28;2006;6;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;6;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;6;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;2
2016-04-28;2006;6;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;6;Call Center;Reaberta;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Bloqueio;SE;1
2016-04-28;2006;6;Call Center;Reencaminhada;Anatel;Pedido de Informação;Limitado Privado;NÃO APLICÁVEL;Licença / Autorização;SE;1
2016-04-28;2006;6;Call Center;Reencaminhada;Anatel;Pedido de Informação;Móvel Pessoal;Pré-Pago;Código de acesso;SE;1
2016-04-28;2006;6;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;6;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;3
2016-04-28;2006;6;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Completamento de Chamadas;SE;1
2016-04-28;2006;6;Call Center;Reencaminhada;OI;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;6;Fale Conosco        ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;6;Fale Conosco        ;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;6;Fale Conosco        ;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;6;Fale Conosco        ;Reencaminhada;Anatel;Pedido de Informação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Cobrança;SE;1
2016-04-28;2006;6;Fale Conosco        ;Reencaminhada;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;6;Fale Conosco        ;Reencaminhada;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Desbloqueio;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;NET;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Planos de serviço;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Outros;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Bloqueio;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;2
2016-04-28;2006;7;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Habilitação;SE;1
2016-04-28;2006;7;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pré-Pago;Cancelamento;SE;1
2016-04-28;2006;7;Call Center;Nova;Anatel;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Tarifas;SE;1
2016-04-28;2006;7;Call Center;Nova;Anatel;Pedido de Informação;Serviços da Anatel;Cópia de Documentos;Solicitação (ID);SE;2
2016-04-28;2006;7;Call Center;Nova;Anatel;Reclamação;Limitado Privado;NÃO APLICÁVEL;Interferência;SE;1
2016-04-28;2006;7;Call Center;Nova;Anatel;Reclamação;Serviços da Anatel;Atendimento;Central de Atendimento;SE;2
2016-04-28;2006;7;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;7;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Desbloqueio;SE;2
2016-04-28;2006;7;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;7
2016-04-28;2006;7;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;5
2016-04-28;2006;7;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;2
2016-04-28;2006;7;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;7;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Desbloqueio;SE;2
2016-04-28;2006;7;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Inclusão no SPC/Serasa;SE;1
2016-04-28;2006;7;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Completamento de Chamadas;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;10
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Código de acesso;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;3
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Atendimento;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Cobrança;SE;2
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Instalação;SE;2
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Reparo;SE;2
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;8
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;8
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Desbloqueio;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Inclusão no SPC/Serasa;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;2
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Mudança de endereço;SE;3
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;2
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Tarifas;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Internacional;Cobrança;SE;1
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;6
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;2
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Clonagem;SE;1
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Código de acesso;SE;1
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Transferência de titularidade;SE;1
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;4
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Bloqueio;SE;1
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Código de acesso;SE;1
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;1
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;6
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;5
2016-04-28;2006;7;Atendimento Pessoal ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Serviços Adicionais;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Outros;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Outros;SE;2
2016-04-28;2006;7;Atendimento Pessoal ;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Transferência de titularidade;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Reaberta;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Cobrança;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;7;Atendimento Pessoal ;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;7;Call Center;Nova;Anatel;Reclamação;Radioamador (PY);NÃO APLICÁVEL;Interferência;SE;1
2016-04-28;2006;7;Call Center;Nova;Anatel;Sugestão;Serviços da Anatel;Atendimento;Outros;SE;1
2016-04-28;2006;7;Call Center;Nova;CLARO;Pedido de Informação;Móvel Pessoal;Pré-Pago;Atendimento;SE;1
2016-04-28;2006;7;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;7
2016-04-28;2006;7;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;4
2016-04-28;2006;7;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Reparo;SE;1
2016-04-28;2006;7;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;7;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;7
2016-04-28;2006;7;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;2
2016-04-28;2006;7;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;1
2016-04-28;2006;7;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;4
2016-04-28;2006;7;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Transferência de titularidade;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;6
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Desbloqueio;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Completamento de Chamadas;SE;2
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Habilitação;SE;1
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;13
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;4
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;10
2016-04-28;2006;7;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;2
2016-04-28;2006;7;Call Center;Nova;SKY;Reclamação;TV por Assinatura;TV a Cabo;Atendimento;SE;1
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;4
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Desbloqueio;SE;1
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;4
2016-04-28;2006;7;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;3
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;5
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Dados cadastrais;SE;1
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;2
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;4
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;8
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Reparo;SE;1
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;1
2016-04-28;2006;7;Call Center;Reaberta;Anatel;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;1
2016-04-28;2006;7;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;2
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Clonagem;SE;1
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;16
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Desbloqueio;SE;1
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;6
2016-04-28;2006;7;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;2
2016-04-28;2006;7;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;1
2016-04-28;2006;7;Call Center;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Completamento de Chamadas;SE;1
2016-04-28;2006;7;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;2
2016-04-28;2006;7;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;2
2016-04-28;2006;7;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;1
2016-04-28;2006;7;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;7;Call Center;Reaberta;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Reparo;SE;1
2016-04-28;2006;7;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;4
2016-04-28;2006;7;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;7;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;7;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;3
2016-04-28;2006;7;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;2
2016-04-28;2006;7;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;2
2016-04-28;2006;7;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;7;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;3
2016-04-28;2006;7;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;1
2016-04-28;2006;7;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Promoções;SE;1
2016-04-28;2006;7;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cancelamento;SE;1
2016-04-28;2006;7;Call Center;Reaberta;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;1
2016-04-28;2006;7;Call Center;Reencaminhada;Anatel;Pedido de Informação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Tarifas;SE;1
2016-04-28;2006;7;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;2
2016-04-28;2006;7;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;7;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;7;Call Center;Reencaminhada;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;1
2016-04-28;2006;7;Call Center;Reencaminhada;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;1
2016-04-28;2006;7;Fale Conosco        ;Nova;Anatel;Pedido de Informação;Serviços da Anatel;Portal Anatel;Link Anatel;SE;1
2016-04-28;2006;7;Fale Conosco        ;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;1
2016-04-28;2006;7;Fale Conosco        ;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Cobrança;SE;1
2016-04-28;2006;7;Fale Conosco        ;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Instalação;SE;2
2016-04-28;2006;7;Fale Conosco        ;Reaberta;OI;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;7;Fale Conosco        ;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;7;Fale Conosco        ;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Completamento de Chamadas;SE;1
2016-04-28;2006;7;Fale Conosco        ;Reencaminhada;Anatel;Pedido de Informação;Serviços da Anatel;Atendimento;Atuação da Anatel;SE;1
2016-04-28;2006;7;Fale Conosco        ;Reencaminhada;Anatel;Reclamação;Serviços da Anatel;Atendimento;Atuação da Anatel;SE;1
2016-04-28;2006;7;Fale Conosco        ;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;7;Fale Conosco        ;Reencaminhada;OI;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;1
2016-04-28;2006;7;Fax                 ;Reencaminhada;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Outros;SE;1
2016-04-28;2006;8;Atendimento Pessoal ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;8;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;1
2016-04-28;2006;8;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;8;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Outros;SE;5
2016-04-28;2006;7;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Completamento de Chamadas;SE;1
